tweet,sentiment
"@SinsualDzires phone updated and shes got a camcorder on her phone now--mine hasnt updated chit  that aint fair .","worry"
"@alex_navarro I wish this area offered chinese food delivery","neutral"
"Its a sad day when Christian Lacroix has to file for bankruptcy","worry"
"to the people i was txting... sorry phone is dead and i cant resurrect it.  hopefully verizon will replace it and ill it back by tonight","sadness"
"feels f*cked! and feet are aching  need my beeeeeddddddd!!!","empty"
"Dosent Want To Go To Work Tomorrow","sadness"
"@crescentdreams everything.  *weeps*","worry"
"feeling even worse today","worry"
"@NanaSuzee im on my mobile so it wont let me  but i cant stop thinking about you )x","love"
"tomorrow should be good. but apparently no movies","worry"
"@wildcurl7888  Well","happiness"
"...Nomore adventure time","empty"
"Damn. I had 11 goldfish.  Oh well","love"
"AHHHHH I needa hurry up and shower before this &quotHUGE&quot storm hits","worry"
"I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around","enthusiasm"
"Wish I could be heading to LA for E3.  *le sigh* Maybe someday.","sadness"
"@mitchelmusso i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy","neutral"
"didnt get to see his movie!","worry"
"@mitchelmusso Im never calling you again. Your phone is a scammer. It said Im next and it hung up on me.  Now I cant get you.","worry"
"Am listening to Darren Hayess Spin. Am talkin to my wacky friend whos going insane. I aint at all tired and Im messed up bout things.","worry"
"fml. i stepped on a needle.. ouch.. waaaaa  damn drycleaners","worry"
"wishes her love was coming home","worry"
"@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it dont start working soon. SMH","worry"
"@missuzliipzlive ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email","surprise"
"the muscle in my back is cramping up","worry"
"@lyndygirl any suggestions on how to get rid of that lovely gasoline smell? As it is still in my car","worry"
"is sore from weight lifting  However","enthusiasm"
"It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take em? #R2IMT","surprise"
"Wonders why its so hard for me to concentrate...","worry"
"...No more adventure time","sadness"
"i miss you","sadness"
"Uggh everything","sadness"
"@LisaSpangenberg sadly @Dawno isnt me. Its some1 w/ 1 follower 1 update &amp hasnt used Twitter since May 1","relief"
"riding daddys bike (yes a mans bike","worry"
"@yelyahwilliams it could be a bad idea","worry"
"@ladymaryann No news yet","worry"
"good night fellow Twitterati. back to work tomorrow","worry"
"Writing this paper is a lot harder then i thought . LOL","fun"
"I got battery acid in an open wound on my index finger  Fuck","worry"
"@Bensabeast Whaaaat?!?!?  When did that happen?","surprise"
"@officialSPChuck did not understand anything you said","worry"
"still no date for bon iver next week","worry"
"@robluketic damn i always miss it","hate"
"still babysitting","worry"
"I got into a fight with the pavement. I think it won  poor little knee","sadness"
"Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today","sadness"
"*sniff sniff* I want thie App for my iPhone but its only in America. Free Anime","surprise"
"excited for Jackies baby shower tomorrow","love"
"My twitterberry doesnt work!","worry"
"This &quotMonarchy&quot is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I dont reconize my country anymore!","sadness"
"@jimsissy end count  *hangs head lower*","neutral"
"Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than @ASU   Having fun so far!","fun"
"crazy kids wont nap!  I think its the heat... and I still have to tell them that they cant go to Grandmas cuz shes sick","worry"
"@Gaylib1986 it was just areply on you facebook status that you were a little upset","worry"
"blip.fm is on its last legs","worry"
"Right folks","neutral"
"staying at home. unpacking!!!! crap!","sadness"
"was late","neutral"
"getting dinner ready not much going on in my life it seems","neutral"
"Need dayquil","neutral"
"@summerkristine i want you to go walking with me!! but i still miss my satan","sadness"
"ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again","worry"
"Still feeling weird about my ex and her engagement.  My mom made things worse.  I dont even want her","worry"
"@lorrieb5 did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease","neutral"
"Im at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money","fun"
"Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.","happiness"
"Im either always on the train or at work","sadness"
"I also found out that its also my last youth group meeting","surprise"
"counting down the hours until I can finally drink this blossom hill  stupid work","neutral"
"Is too hot and tummy ache so cant sleep  lots of chem to do tomorro but at least bgt final to look forward to!","enthusiasm"
"being at work while sick blows! kill me. i feel like crap","worry"
"@Mrgetmoneyent ahhhhh from work","neutral"
"Was outside playing ball with dogs","fun"
"I have assignment due by midnight in professional writing class &amp I really wish I was already done with it Luv writing thought Id like it","neutral"
"@southbel took my computer in for a new dvd drive &amp screen wouldnt come back on  Had to order new computer &amp wait...","neutral"
"Its 20:50 hs and im still at the office...really tired","surprise"
"@Bnever oh darn im not in london","neutral"
"im sorry im neglecting you","worry"
"head hurt","sadness"
"Wishing laying on my side wasnt the only comfortable position","worry"
"Ive got to meet him tomorrow","worry"
"My preorder of the Razer Sphex shipped today. Ill be paying to review it because Razer is ignoring my emails","neutral"
"@Lujee #3aaah mosh 3aref a facebook any more","worry"
"@Impala_Guy Would luv to hear music too but i????m out of batteries - the tv plays besides but i think this is some kind of vampire movie","sadness"
"im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead","worry"
"@xsparkage imagine if you really were lost and lost all contact with DT!  thatd be the saddest day of my life haha","worry"
"1) Traffic is lame 2) No matter how hard I try I cant get anywhere on time   3) UP Movie!!!!! Yay!","sadness"
"See that traffic northbound? Thats my commute   http://twitpic.com/67x74","neutral"
"Its summer and no one has texted/called me. Im a loner","sadness"
"@gay_emo_zac haha... I wouldnt be surprised... The few cute ones here are either taken or straight...","neutral"
"@no_surprises no its not ready","surprise"
"THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess ill keep trying!!","surprise"
"Apparently Paige is partying with Rose Jenn and Adam again","enthusiasm"
"Killer headache  I want my food to be here!","sadness"
"@rmwiley i feel you girl","neutral"
"I am not doing much  all well!","worry"
"@angelealain  Hope you get to spend the weekend at home.","neutral"
"@selenagomez dont leave us","worry"
"http://twitpic.com/67x7n - MISS THEM ALREADY","sadness"
"@POPPORNBLOG ouch  does picking your nose count?","neutral"
"@Amalari  I do not mean to laugh but a little giggle did come out - sorry","neutral"
"Sad I missed @tylerhwilliams going away party due to too much work","sadness"
"slept in","sadness"
"Hates bleech!! Messed up my black outfit","hate"
"My back hurts","worry"
"why must the weather b so nice and then so bad all in 1 minute","sadness"
"i have to poop...  @sleezye89 is hogging the shitter","hate"
"I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags)","love"
"7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.","worry"
"cant find my trusty hair tie  My hair will spill all over the place when I run!Moms bands doesnt work for me","sadness"
"@laurabolger Lol what do you mean? I thought you were going to London for it? xD and it is yea  Xx","fun"
"Juast got home... and I have to leave again!!!  BRB!!!","neutral"
"Its a really warm day in Seattle! My reeses chocolate is melting!!!","surprise"
"wishing Ro was feeling better","fun"
"ugh gone through 2 new phones and now my screen is black","sadness"
"@OfficialRyChris *waving* you wanna come get Diablo","worry"
"Ok.....Twitter is not near as exciting as I thought it would be!","worry"
"i do indeed have tonsillitis. the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  &amp im bed ridden.]","worry"
"ARGH!! watching batman","neutral"
"http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK","fun"
"My mouth hurts. Wish I could cut my head off","sadness"
"its sooo warm","love"
"selling my drumset  sad day","sadness"
"today was GOOD  ","happiness"
"@chaselongbeach at least she doesnt try to violently hump you like my (female) dog does","neutral"
"omg","sadness"
"@SimpleMia Yes. Need to listen to sad SP-Songs","sadness"
"Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores","enthusiasm"
"I got up early to pay bills. I figured its like a bandaid if I get it over quickly it wont be so bad... I was wrong","sadness"
"@calvinharris i wannabe in dubai","neutral"
"going to jacks tribute match today","neutral"
"@LULuwanderlust whatever dont make me feel bad!  ill bring you a surprise","worry"
"@robluketic Shoot","neutral"
"i just got my nails done n i already messed them up  Alejandra &lt3","neutral"
"@socallove well grand has been cancelled due to the weather","neutral"
"@kericontrary not  you","worry"
"@iCharlotte My original non-Yahoo acc. was deleted when they got bought-out  But its not too bad","worry"
"http://twitpic.com/54khn - I am very sad. They cut down my Pink Tree. I noticed it when I left today to get Betos","worry"
"ugh lost the remote  gotta actually move to change channel wtf #twat","boredom"
"dont wanna go to mississppi!!!!!!!! UGH!! texas is my home..... UPSET!!!","worry"
"bummed about the softball loss 0-1   These girls are so good at only 12!","worry"
"@_everblue She actually posted again to say that it was the 2nd and not the 4th","relief"
"7pm on a Fri night &amp Im sitting at home alone...","sadness"
"@mileycyrus hehe his name was Jack Dawson &amp he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I&lt3Him!","surprise"
"OOUCHHHH I just pinched my own nipple by accident trying to fix my top","sadness"
"@verwon nice .. I cant ever get that from my ex!","worry"
"lost some $ at work....nt happy right now    --SLOANSTER--","sadness"
"@jimwtodd I dont know! She never answered me","worry"
"Not feelin right. Hope the feeling passes. Stupid stomach.","sadness"
"@DJLTHEMASTERKEY i guesss","neutral"
"i wanna go home","worry"
"Is still stuck in the office working!","boredom"
"Xfiles disc doesnt work.. Rippin","sadness"
"Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them","empty"
"really sick and tired but my bodys resisting rest!","sadness"
"@BuddyTV Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.","sadness"
"No B2G1 for me.  Trying to save cash for next months vacation.","neutral"
"Work in a hour","neutral"
"@inkyoctopus I always forget SOMETHING when I travel. I am at Newark airport.","worry"
"Marley crying for more ball throwing....keeps eying me through the door","worry"
"UP is the saddest movie ive ever seen","sadness"
"Not going to Suffolk tomorrow.   However","happiness"
"Life is over! Just went to get tickets for all time low","worry"
"Im miserable with my boredom.","worry"
"blehhh i feel poopie. i have a fever and my whole body hurtssss   FML","worry"
"@ddrdiva @laurapasik @that70sgrl Ive always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!","worry"
"My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S","sadness"
"I think i am getting a cold","sadness"
"@Stace3811 Im sorry you arent having a good day.  cheer up though","worry"
"Missing my baby ducks","worry"
"lied last weekend when she said she wouldnt get upset","worry"
"in a very stress mood","worry"
"Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big","worry"
"@selenagomez  noo Selena i really wanted to see you soo badly im your biggest fan dont make me cry","worry"
"@starletta8 Oh thats too bad.  Do you just get sick when theres too much heat? I do","worry"
"@angelicaaa workies with dad?  aw that sucks working on saturday morning. Im about to study","sadness"
"Ok so Jeff looks like he has a black eye!!","surprise"
"@RealLifeKaz we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!","sadness"
"Okay haileys really gone now.  everyone keep her in your prayers.","worry"
"cant school just be done already? it hurts too much... seeing him every day","worry"
"@momlogic OMG....that is soooo sad.","surprise"
"WTF? Twitter doesnt support messages from my phone -I wanted to be able to Twit while on vacay.   Poo on you Twitter","worry"
"Liked &quotI quit smoking in September of last year after 40 years - I hope one day I wont miss it  snivel whine&quot http://ff.im/-3nVYG","neutral"
"Im very upset right now","sadness"
"@charmand3r oh no!  I hope you get on soon! &lt3 I miss you and I cant wait to see you again.","worry"
"@Tracybelle Id hang with you","sadness"
"im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...","worry"
"really ill atm","sadness"
"Finally lost FM97","neutral"
"* My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlova.. http://twitpic.com/67hac","worry"
"131 miles away","sadness"
"Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though","relief"
"@BrittneyCash Shame about your job  have you thought about working for yourself?  theres big money to be paid http://bit.ly/1864ml","worry"
"Phone went in the toilet   The truth is Im surprised is hasnt happen sooner!","surprise"
"OMG JLO AND MARC ANTHONY WERE AT MY OLD SCHOOL GRADUATION  BRB UPSET","surprise"
"Matt Weiters first at bat: fly out to RF","neutral"
"@charlieskies am i too late for a cuppa?","worry"
"going to a work people party then going home to visit Grandma. Sadness","sadness"
"on my way to orlando and its raining","neutral"
"@susansediqe soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  Im embarrassd of that a lil LOL","fun"
"Its Friday and I dont have a job for the weekend","neutral"
"drunk messi scares me","neutral"
"first day of summer sucks!!!! its overcast and cold...  this isnt summer!?!?!?!?","hate"
"At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. &lt3333 I miss your faceeee","relief"
"tell chris to stop making fun of lizzie","hate"
"Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.","worry"
"Poor @IMissBradAndJen s mom just told her she looked like a hooker.  The skirt wasnt THAT short","sadness"
"@chris_shields06 good job!  I wish i worked in a zoo","happiness"
"Woa NOBODY is inside the movie theater... Its termenator ppl shud be in here... Scary","worry"
"Doing homework and then going to bed","happiness"
"grrh my phone (brand new might i add) keep just switching itself off and others are saying theirs does the same","worry"
"today was such a horrible dayy","worry"
"Boyfriend is out with friends tonight. Dont know what to do with my evening","sadness"
"@fetjuel Musashis? Has a great rep. Or did you go to Kitaro","neutral"
"about to start my least favourite chore.... mopping the floor","sadness"
"Went to see UP today - very disappointed - it was sad   Almost made me cry!  I thought it was supposed to be funny.","surprise"
"@vmarinelliRVA Parvo sucks. So sorry pup has it.  I lost a puppy to parvo many moons back. Still sad over it. Hope hes better soon","worry"
"One of these times Im going to have the self-awareness NOT to ask one of the principle mourners at a wake how theyre doing.","neutral"
"poor bretty.  but yay phils","sadness"
"going to look at a bunch of open homes today. just to get a feel for the market. i think ive got a lot of saving to do...","worry"
"Watching &quotP.S. I love you&quot. Eating chinese food. What else is there to do when youre home alone on a Friday night!","enthusiasm"
"Today was good but some people have friday attitudes...not good","worry"
"my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???","sadness"
"@graciep I have to agree","neutral"
"@DJLisaFoxx Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record","hate"
"My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesnt want to drink.","worry"
"Gah... why is my Macbook Pro getting so frickin hot just sitting on the table doing nothing?","worry"
"Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0","hate"
"oh no.... please... dont do that to yourself again","worry"
"damn...plans were canceled.....another friday night at home","sadness"
"wow","worry"
"just goy back from a day of tests at the hospital. going to start chemo on monday","sadness"
"cant believe ER is all over","sadness"
"wants to go see street dreams but its not playing anywhere near here","sadness"
"Off to my lil sisters  graduation...they grow up so quick","neutral"
"My saying now  http://bctiny.com/po4me","worry"
"There is a MacBook Pro sitting close by and my poor MacBook is ashamed with its plastic face and sides...","sadness"
"@xx_Megan_xx Thats all ive seen too   5 till 7 is the 2 hours I normally sleep so I missed it :mad: haha","worry"
"Working on a Friday night","worry"
"@JonathanRKnight understands you its long the 6 hour","sadness"
"Big Sad Face   Bing doesnt work on iPhone.  It just takes you to the regular mobile Live search.","sadness"
"@natbubba yeah","sadness"
"I cant find Tom Price on the tweeterwall","neutral"
"Im so freaking afraid that once again Ive managed to stick my foot in my mouth and scare yet another person off . . .","worry"
"its after 12 an man is texting me telling me that he wants to come over.i say im tired..lol..da punk says hell bring me redbull and KFC","surprise"
"He put a fuckin mohawk in my son head.....he just killed my vibe as always","empty"
"@DJFREEZY ummm not with me?","neutral"
"going 2 watch Dogtown","worry"
"In pain","hate"
"Just found out that Annes brother died unexpectedly - he was only 44.  Warm thoughts going out to her family...","worry"
"i wanna move back to Pennsylvania","love"
"moved the first load of stuff into @cjloes garage for storage.. now for round two..   me and guys move into our new place on Monday!","relief"
"well movie night spoilt by fracked up disk-happiness gone","sadness"
"@TheStoryStarts nothing aimed at you","sadness"
"@theREALGiftedNJ yeah it is","sadness"
"@jeangrae whyd u feel awful after last night?","neutral"
"night night twits! im so glad I will be waking up to a saturday off work!! printer has broke though","happiness"
"Is in bed not able to sleep  bloody bipolar!","worry"
"I dont believe in my eyes or should I say on my browser? OMG OMG OMG","worry"
"sitting down doing nothing after being stuck in the house for 4days i had all intentions of doing something but it never works out","empty"
"i miss my old phone it worked so good until i dropped it  i want a new one for my birthday...","worry"
"@myuze_me Thanks! Kinda bittersweet though","neutral"
"Launching fitness video blog with @kimidreams next week","fun"
"@Haunt1013 Sorry RB is on PS3 for me","worry"
"Thank you Google for your Adsense Payment.  If only the Aussie dollar wasnt as strong","sadness"
"just had dinner with scoop and said goodbye before our senior trips","neutral"
"@Tabiamusic i skyped u  las nite","neutral"
"@Cowbelly I really want to!! But its one of my few free weekends that month and am booking clients  Mama needs to make money.","worry"
"@mpellegrini hurts to be you! Sunshine all weekend and you dont get to play. Thats sad.","sadness"
"Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show","sadness"
"@TroublePandaPR Ok thats not true! Plus","sadness"
"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar","neutral"
"Hitting up a bar or two most people being lame tonight","sadness"
"super frustrated","relief"
"Grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad. Yum. Poor Kim still isnt feeling well","worry"
"Still sick  bout to play some ps3 till the laker game starts","worry"
"i will be without an assistant for the next week","worry"
"Startin to get a head ache!!!! Uuuggghh!!!","worry"
"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle","worry"
"I dont want to sit at home on prom night. Someone hang out with me","worry"
"Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise","worry"
"@ohhhbeka PS: Wish I were coming tonight.","sadness"
"i get a message that my account is suspended as far as i know i havent violated any terms contacting twitter now..","worry"
"@dorr did some research","worry"
"@katekisss  meebo.com is a free thing &amp it doesnt effect the comp thats what i use .","neutral"
"Sad babies make for angsty writing","empty"
"my ipod died  not running until it is charged.","sadness"
"@lostalone So wish we could all be there","neutral"
"Homework &amp Study Guides","neutral"
"time for bed up in 6 hours","neutral"
"@Octo77  aaaawww  would u like an alcoholic beverage of your choice?","empty"
"I need a nap","love"
"@hookedonheat what was it? I missed it.","worry"
"@Zaraa_x ah thats annoying","hate"
"@ClareHeartsMAC can u add ur link. I cant find u on YouTube.","surprise"
"going away party at ambers  road trip tomorrow!","happiness"
"@lomara It was a lot of stress","worry"
"I spoke too soon","hate"
"Eatin dinna","surprise"
"Just found out that they are running a lil behind.","surprise"
"zzzzz.. best friend going to europe in a few hours  .. im gonna miss her! hope she has fun though","worry"
"@rikeezy or with any at all  boo. suits and grey hair.","neutral"
"@donnaml40160 I havent started packing","neutral"
"@Lindsay_007 so I tried to send you a direct message and I cant because you arent following me","worry"
"@ermadea sorry about your sadness   nitenite love","worry"
"back home from shopping. putting stuff away and waiting for nets friend to come over. I guess Ill have to put my pants back on","worry"
"damn im so bummed out right now....nobody loves me","worry"
"As it turns out I do NOT get to go see The Decemberists...","sadness"
"@MelanieNugent Oh damn Im sorry!!  I have been so good not adding spoilers cause @blayze316 will be watching it later!","neutral"
"someone save me from boredom.","empty"
"City Dippin iz u fun","fun"
"@Sabrina1989 I thought it was a simple one  I found it hilarious.","happiness"
"@xxigetwet Sher is good. There were quite a few people that we didnt even get to see","neutral"
"Weekends are Great....if you dont have to work them.","happiness"
"i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl","relief"
"@EP31 I have that problem with adult shirts too. Its so annoying since a lot of adult player shirts dont come in kid sizes","sadness"
"Wake Up..... Please.","worry"
"@gawhatafeeling Ooooh","worry"
"@wwsiv  I got it in math and ss only","empty"
"Hey @jerrymontano!  @secrettweet is mainly depressing!  Its all these people who are cheating or dont love each other anymore","hate"
"wants to hear his voice","sadness"
"Looks like my Twitter is down","sadness"
"@mitchelmusso i cant call you cause my portable sais that this number not excist  i want so much to talk to you","sadness"
"@moozmum aw im sorry  i was rooting for you just to let you know!","worry"
"@mralphafreak seems like working.. rofl - sadly money is not growing on a tree","love"
"Fender is hiding under the couch ... he knows Im getting ready to leave and he isnt happy about it","worry"
"only 1 person online on MSN. I feel lonely","sadness"
"i going to go to bed &amp i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X","sadness"
"@Snoop71 Not so much a substitute as a variation. Ate too much","neutral"
"@mannyishere awww hes too cute!!wish i couldve gone","sadness"
"Trying to go to sleep but no luck  I think im sick... =S","worry"
"last few hours in singapore!!  i dont want to leave!!!!!","love"
"@mathewsanders Floor mopping sounds unappealing","worry"
"@MilaXX dont go to logan square were pretty sure the shirt isnt there  1 more philly local tmrw","neutral"
"This is not fair... bath again....","worry"
"@fizzythoughts  Boo for being at work during #beatwittyparty but at least youre still here!","sadness"
"its gloomy outside","sadness"
"Sometimes black girls just piss me off like a mother fucker!","hate"
"@killerannax oh no!  im sorry. at least youll still be able to buy regular tickets and not worry about limits?","worry"
"is nervous about getting a house out in town","worry"
"@sullivancc14 haha I really dont but Im going to this workshop at school next week. Are you going? Plus my car is broken right now","worry"
"@lindyhot lol.. usually i always do.. not bn too well tho  how old r ur kids?","love"
"Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  Shes going to have surgery this weekend.","worry"
"(that was a  btw -_-)","sadness"
"@LisaMongold I know.  I have such guilt associated with picking winners.","worry"
"@stacyday Yeah","sadness"
"@penny2dear right my fellow fluffy flasher! I must go to bed","love"
"@dnbchik ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!","enthusiasm"
"i want Anoop to wish me Happy Birthday","love"
"my head hurts....","worry"
"@isabelauribeee thats not good to hear!  i hope everything is fine..i will keep you &amp your family in prayer! I LOVE YOU ISABELA URIBE","love"
"@c0oki3 u think u have bills Ha!Ii just finished paying mine thats y Im broke","hate"
"Just saw the Toy Story 3 trailer! Its about to get EPIC! Woody taking Ls once again","neutral"
"Writers:&quotThey just make me wonder","happiness"
"@fattireale75 cup cakes are sooo yummy - but would have 2 have coffee chaser- u know where that can lead","love"
"is on allegra","worry"
"I wish I had more followers on twitter","worry"
"I suck dick","love"
"o damn i just accidentally listened to rick ross","hate"
"We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.","hate"
"@retrodiva I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.","sadness"
"Idk yet!!! @Jersey_Gyrl I wanna go soon tho...but I want more tweeps to be there","neutral"
"is spending her Saturday morning taking notes for a research essay because some stupid whore recalled the book Im using. Not fair","worry"
"And I want you to shut the fuck up.... I really hate living with my step dad. =- I cant wait to move out...","hate"
"@manthigh81 I didnt watch it","neutral"
"oh i hate the rain... and septa... and leaving my dog","love"
"@gasfreecommute -id love to be able to bike/bus/walk to work","sadness"
"STILL NOT DONE WITH PAYROLL. was supposed to be off at 4:30. i have a headache","worry"
"Ill probably have better photos up later today. Took some picks with my big camera too. Camera phone = blury camera","fun"
"@selenagomez AWWWW  were gonna miss you!","sadness"
"I feel sorry for my bestie  good luck ali!","sadness"
"Dayum","fun"
"@MathieuTO My neighbour is fond of loud Nickelback.","neutral"
"zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt","worry"
"@PaulaFarris Ya gotta forgive them","neutral"
"@caitlinjoneill thats why you are visiting alllllll the time next year.. It will never be the same though","neutral"
"Waiting for pizza after work. Damn","neutral"
"jungle book 2 is sooooo cute.. i have nothing to eat or drink","sadness"
"Got rocks. And found my car got birdied this evening.","sadness"
"@Crimsondreamer no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon arent you?  SOPROUDOFYOU.","sadness"
"the plan was to take a nap (yea Im still feeling last night) then go watch lakers game smwhere fun. looking like no nap","happiness"
"I heard an icecream truck and took of like a shot but I couldnt catch it.","sadness"
"@strawbleu Sounds like a useful tip","relief"
"@DougBenson  NO YOU ARE EVIL I WANT ONE!!   #flaxandfiberfriday","neutral"
"HEY GUYS ITS WORKING NO NEED TO WORRY. i have tooo many followers tho ...","neutral"
"at my lil sis 8th grade graduation....i already kno dis is gonna last all my life","worry"
"@ehuffty i cant believe i missed the brewcast.","worry"
"Oh my Lord","worry"
"@FLucio Im a jerk...  now I cant go out    Dammit Frank","sadness"
"Looks like I got a defective MacBook","worry"
"@PeterPolaco signin autographs would be boring I think! Get wasted 2nite! Have fun! Im stuck at work","worry"
"@hardertospell why dont you have that song you gave me that song","worry"
"my car is broke","worry"
"Aw","sadness"
"@CirqueLasVegas 2nd ticket has to be for the same show","love"
"arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement....  Burma or Cuba???? eeeep help!","worry"
"@selenagomez aww","love"
"@AvaAmnesia  but then you wont see Her hotness much either","neutral"
"@RealGrace my @Bonnaroo tix are in limbo....as usual  #UPSsucks","worry"
"Had a pretty good day. Lets see how the night goes. -) oh I have to work all day tomorrow no picnic for me","sadness"
"hopes whoever stole my purse and money gets what is coming to them","hate"
"@TJmodeling That sucks majorly...hhhmmmnnn...Im thinking...I wouldve said the self tanner or a really good concealer...Im stuck","hate"
"@AwkwardTown fuck! Im already thinking about all the shows Im going to have to miss because Im broke.","sadness"
"sooo im 20 n im just now findin out i have asthma","worry"
"back to Roseburg...and an empty apartment","surprise"
"last day of volleyball miss everyone already. Oh well","worry"
"really wants to go see the script in NY in august... but no one will go with me","neutral"
"you cant please everybody.  http://plurk.com/p/x32rz","empty"
"@knw3 I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5","worry"
"@Mszjai nvm i just got ur message that ur sick","worry"
"Last Heroes ep until Sept  Sick &amp drugged for past 3 days. Dr says lacking in everything","worry"
"ToonTown is down","neutral"
"@dougreport how can I read the Floyd article says its private","sadness"
"Love how my printer decided to print all my blacks all marbled - 1hr before an interview for new work this morning.","worry"
"wants to sign up for the Germany field trip pero no tengo dinero.","neutral"
"is confused &amp sad. oh no here comes the &quotsweets&quot","sadness"
"@mitchelmusso I wish I would have called you. but unfortunatly","worry"
"tonights been boring!","sadness"
"Am I old? Pub kickin out time is whey too late","sadness"
"noone wants to talk to me  lol","worry"
"@jackbox noooooo! I just spent two days getting that damn song OUT of my head","surprise"
"i so cant be bothered working tomorrow!","sadness"
"@mneylon I dont know what that means","worry"
"I need a bear hug  and Im going to camp today!!","happiness"
"awake sadly        seeing Leon today !","worry"
"dont wanna cry  but the seniors are out there graduating&ampits breakin my heartbut im home","empty"
"Im Slowing on My Tweets..Cuase I Lost My Phone","sadness"
"I think I might throw up... I only could eat half of my ice cream cone  http://twitpic.com/67ybk","neutral"
"@maniactive Im thinking the &quotChevrolet Doom&quot would be fitting for GM","neutral"
"Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model theyve had in years.","love"
"this has been a pretty shitty week. minus seeing @marktheescape. where is that muscle relaxer i need?","neutral"
"@shepromoceo got damn stranger  lol","surprise"
"I wish I didnt have to work two jobs","worry"
"had to rumage around topless in the freezer to find something to eat","empty"
"College work sucks so much!","hate"
"Too tired","worry"
"Its friday and Id love to party","sadness"
"Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p","sadness"
"#myweawkness chocolate...i cant say no","worry"
"Wow","neutral"
"just woke up still fukin sick","worry"
"@RaleighWood Raj wasnt on the list.  So Scoop or Bandit.","surprise"
"@bkkrakora ew","happiness"
"@Peter5tewart yeah.. I left cause my pc cant run the client anymore. I had thought I would have a new one by now..","neutral"
"sigh","worry"
